pcode,name,hierarchy,parent_pcode
PH160312004,Langkila-an,ASM4,PH160312000
PH071221010,Langkis,ASM4,PH071221000
PH043403009,Langkiwa,ASM4,PH043403000
PH124710013,Langkong,ASM4,PH124710000
PH153809009,Langkong,ASM4,PH153809000
PH034912007,Langla,ASM4,PH034912000
PH012906022,Langlangca Primero,ASM4,PH012906000
PH012906023,Langlangca Segundo,ASM4,PH012906000
PH148101003,Langnao,ASM4,PH148101000
PH084808032,Langob,ASM4,PH084808000
PH124702016,Langogan,ASM4,PH124702000
PH175316019,Langogan,ASM4,PH175316000
PH098316004,Langon,ASM4,PH098316000
PH150710005,Langong,ASM4,PH150710000
PH072223018,Langosig,ASM4,PH072223000
PH086003078,Langoyon,ASM4,PH086003000
PH156601018,Langpas,ASM4,PH156601000
PH071236009,Langtad,ASM4,PH071236000
PH072205026,Langtad,ASM4,PH072205000
PH072234014,Langtad,ASM4,PH072234000
PH118202011,Langtud,ASM4,PH118202000
PH063040046,Languanan,ASM4,PH063040000
PH072205027,Langub,ASM4,PH072205000
PH072206011,Langub,ASM4,PH072206000
PH072244005,Langub,ASM4,PH072244000
PH104204006,Langub,ASM4,PH104204000
PH112402055,Langub,ASM4,PH112402000
PH064509011,Langub,ASM4,PH064509000
PH150710006,Languyan,ASM4,PH150710000
PH157009005,Languyan Proper (Pob.),ASM4,PH157009000
PH045636010,Languyin,ASM4,PH045636000
PH050514027,Lanigay,ASM4,PH050514000
PH012914015,Lanipao,ASM4,PH012914000
PH103504042,Lanipao,ASM4,PH103504000
PH103509013,Lanipao,ASM4,PH103509000
PH067903010,Lanipe,ASM4,PH067903000
PH051706014,Lanipga,ASM4,PH051706000
PH060417006,Lanipga,ASM4,PH060417000
PH061909025,Lanipga,ASM4,PH061909000
PH072215012,Lanipga,ASM4,PH072215000
PH072219008,Lanipga,ASM4,PH072219000
PH051730020,Lanipga-Cawayan,ASM4,PH051730000
PH104306010,Lanise,ASM4,PH104306000
PH063022086,Lanit,ASM4,PH063022000
PH051601008,Laniton,ASM4,PH051601000
PH051604004,Laniton,ASM4,PH051604000
PH084814010,Laniwan (Pob.),ASM4,PH084814000
PH063001010,Lanjagan,ASM4,PH063001000
PH021512009,Lanna,ASM4,PH021512000
PH021527015,Lanna,ASM4,PH021527000
PH023137023,Lanna,ASM4,PH023137000
PH143213017,Lanna,ASM4,PH143213000
PH021527002,Lannig,ASM4,PH021527000
PH124702017,Lanoon,ASM4,PH124702000
PH051607018,Lanot,ASM4,PH051607000
PH061914032,Lanot,ASM4,PH061914000
PH063025038,Lanot Grande,ASM4,PH063025000
PH063025039,Lanot Pequeño,ASM4,PH063025000
PH099701024,Lanote,ASM4,PH099701000
PH064526013,Lantad,ASM4,PH064526000
PH012924020,Lantag,ASM4,PH012924000
PH012933024,Lantag,ASM4,PH012933000
PH071247019,Lantang,ASM4,PH071247000
PH054110012,Lantangan,ASM4,PH054110000
PH061912015,Lantangan,ASM4,PH061912000
PH063014024,Lantangan,ASM4,PH063014000
PH025003004,Lantap,ASM4,PH025003000
PH072241010,Lantawan,ASM4,PH072241000
PH097311029,Lantawan,ASM4,PH097311000
PH097324013,Lantawan,ASM4,PH097324000
PH097340007,Lantawan,ASM4,PH097340000
PH098302011,Lantawan,ASM4,PH098302000
PH103506018,Lantawan,ASM4,PH103506000
PH112507014,Lantawan,ASM4,PH112507000
PH150703007,Lantawan Proper (Pob.),ASM4,PH150703000
PH101316010,Lantay,ASM4,PH101316000
PH097312012,Lantian,ASM4,PH097312000
PH042104008,Lantic,ASM4,PH042104000
PH023126005,Lanting,ASM4,PH023126000
PH153816018,Lanting,ASM4,PH153816000
PH156605015,Lantong,ASM4,PH156605000
PH156608006,Lantong Babag,ASM4,PH156608000
PH101320011,Lantud,ASM4,PH101320000
PH097302029,Lantungan,ASM4,PH097302000
PH175201028,Lantuyang (Mangyan Minority),ASM4,PH175201000
PH112404011,Lanuro,ASM4,PH112404000
PH063030067,Lanutan,ASM4,PH063030000
PH097332037,Lanzones,ASM4,PH097332000
PH083738057,Lao,ASM4,PH083738000
PH084820007,Lao-angan,ASM4,PH084820000
PH153819007,Lao-lao,ASM4,PH153819000
PH104212016,Lao Proper,ASM4,PH104212000
PH104212017,Lao Santa Cruz,ASM4,PH104212000
PH012816007,Laoa,ASM4,PH012816000
PH015504010,Laoac,ASM4,PH015504000
PH015530017,Laoac,ASM4,PH015530000
PH015502017,Laoag,ASM4,PH015502000
PH023127006,Laoag,ASM4,PH023127000
PH037102012,Laoag,ASM4,PH037102000
PH037111007,Laoag,ASM4,PH037111000
PH036916039,Laoang,ASM4,PH036916000
PH031401007,Laog,ASM4,PH031401000
PH012928012,Laoingen,ASM4,PH012928000
PH015521004,Laois,ASM4,PH015521000
PH174004019,Laon,ASM4,PH174004000
PH030801006,Laon (Pob.),ASM4,PH030801000
PH140127004,Lap-lapog,ASM4,PH140127000
PH156605020,Lapa,ASM4,PH156605000
PH086003079,Lapaan,ASM4,PH086003000
PH071209025,Lapacan Norte,ASM4,PH071209000
PH071224027,Lapacan Norte,ASM4,PH071224000
PH071209026,Lapacan Sur,ASM4,PH071209000
PH071224028,Lapacan Sur,ASM4,PH071224000
PH104314004,Lapad,ASM4,PH104314000
PH060614026,Lapak,ASM4,PH060614000
PH156618006,Lapak,ASM4,PH156618000
PH097332038,Lapakan,ASM4,PH097332000
PH153830003,Lapaken,ASM4,PH153830000
PH015535009,Lapalo,ASM4,PH015535000
PH098314008,Laparay,ASM4,PH098314000
PH104205016,Lapasan,ASM4,PH104205000
PH104305053,Lapasan,ASM4,PH104305000
PH140125009,Lapat-Balantay,ASM4,PH140125000
PH097205019,Lapatan,ASM4,PH097205000
PH072205028,Lapay,ASM4,PH072205000
PH083748028,Lapay,ASM4,PH083748000
PH097210010,Lapayanbaja,ASM4,PH097210000
PH063026015,Lapayon,ASM4,PH063026000
PH061906016,Lapaz,ASM4,PH061906000
PH112414009,Laperas,ASM4,PH112414000
PH097324014,Laperian,ASM4,PH097324000
PH097330009,Laperian,ASM4,PH097330000
PH097218014,Lapero,ASM4,PH097218000
PH082615007,Lapgap,ASM4,PH082615000
PH021519013,Lapi,ASM4,PH021519000
PH157002012,Lapid Lapid,ASM4,PH157002000
PH042122014,Lapidario (Bayog),ASM4,PH042122000
PH097322026,Lapidian,ASM4,PH097322000
PH056208019,Lapinig,ASM4,PH056208000
PH056211022,Lapinig,ASM4,PH056211000
PH071235012,Lapinig,ASM4,PH071235000
PH103505028,Lapinig,ASM4,PH103505000
PH104303007,Lapinig (Pob.),ASM4,PH104303000
PH084809008,Lapinig Del Norte (Pob.),ASM4,PH084809000
PH084809007,Lapinig Del Sur (Pob.),ASM4,PH084809000
PH160308008,Lapinigan,ASM4,PH160308000
PH166706006,Lapinigan,ASM4,PH166706000
PH098301013,Lapirawan,ASM4,PH098301000
PH112414010,Lapla,ASM4,PH112414000
PH060403011,Lapnag,ASM4,PH060403000
PH031419017,Lapnit,ASM4,PH031419000
PH021513030,Lapogan,ASM4,PH021513000
PH023137024,Lapogan,ASM4,PH023137000
PH101320009,Lapok,ASM4,PH101320000
PH153808013,Lapok (Lepok),ASM4,PH153808000
PH041022016,Lapolapo I,ASM4,PH041022000
PH041022017,Lapolapo II,ASM4,PH041022000
PH148105004,Lappa,ASM4,PH148105000
PH071220022,Lapsaon,ASM4,PH071220000
PH036909017,Lapsing,ASM4,PH036909000
PH012913007,Lapting,ASM4,PH012913000
PH012920018,Lapting,ASM4,PH012920000
PH126312023,Lapu,ASM4,PH126312000
PH041010008,Lapu-lapu,ASM4,PH041010000
PH097209010,Lapu-lapu,ASM4,PH097209000
PH112402186,Lapu-lapu,ASM4,PH112402000
PH112510008,Lapu-lapu,ASM4,PH112510000
PH118204014,Lapu-lapu,ASM4,PH118204000
PH112408010,Lapu-Lapu (Lapla),ASM4,PH112408000
PH084805069,Lapu-lapu (Pob.),ASM4,PH084805000
PH174005030,Lapu-lapu Pob. (5th Zone),ASM4,PH174005000
PH160202051,Lapu-lapu Pob. (Bgy. 8),ASM4,PH160202000
PH083717040,Lapu-lapu Pob. (Dist. 2),ASM4,PH083717000
PH118601011,Lapuan,ASM4,PH118601000
PH112404012,Lapulabao,ASM4,PH112404000
PH035413014,Laput,ASM4,PH035413000
PH126311007,Lapuz,ASM4,PH126311000
PH063022087,Lapuz Norte,ASM4,PH063022000
PH063022088,Lapuz Sur,ASM4,PH063022000
PH035416012,Lara,ASM4,PH035416000
PH036907010,Lara,ASM4,PH036907000
PH043425007,Laram,ASM4,PH043425000
PH051605005,Larap,ASM4,PH051605000
PH156617010,Larap,ASM4,PH156617000
PH071225020,Larapan,ASM4,PH071225000
PH103510002,Larapan,ASM4,PH103510000
PH083701029,Laray,ASM4,PH083701000
PH083713035,Laray,ASM4,PH083713000
PH083724013,Laray,ASM4,PH083724000
PH086408009,Laray,ASM4,PH086408000
PH097201019,Larayan,ASM4,PH097201000
PH034902011,Larcon,ASM4,PH034902000
PH015524038,Lareg-lareg,ASM4,PH015524000
PH021529024,Larion Alto,ASM4,PH021529000
PH021529025,Larion Bajo,ASM4,PH021529000
PH087808024,Larrazabal,ASM4,PH087808000
PH012924021,Las-ud,ASM4,PH012924000
PH012933025,Las-ud,ASM4,PH012933000
PH013309004,Las-ud,ASM4,PH013309000
PH118211012,Las Arenas,ASM4,PH118211000
PH160306009,Las Navas,ASM4,PH160306000
PH034921003,Las Piñas,ASM4,PH034921000
PH071228011,Las Salinas Norte,ASM4,PH071228000
PH071228012,Las Salinas Sur,ASM4,PH071228000
PH126502032,Lasak,ASM4,PH126502000
PH153819008,Lasangan,ASM4,PH153819000
PH060414007,Laserna,ASM4,PH060414000
PH021506027,Lasilat,ASM4,PH021506000
PH015517010,Lasip,ASM4,PH015517000
PH015522016,Lasip,ASM4,PH015522000
PH015524039,Lasip,ASM4,PH015524000
PH015518014,Lasip Chico,ASM4,PH015518000
PH015518015,Lasip Grande,ASM4,PH015518000
PH140118007,Laskig,ASM4,PH140118000
PH012926014,Laslasong Norte,ASM4,PH012926000
PH012926015,Laslasong Sur,ASM4,PH012926000
PH012926016,Laslasong West,ASM4,PH012926000
PH036903024,Lasong,ASM4,PH036903000
PH175105006,Laste,ASM4,PH175105000
PH061909026,Lat-Asan,ASM4,PH061909000
PH140115007,Lat-ey,ASM4,PH140115000
PH083740020,Lat-osan,ASM4,PH083740000
PH071240011,Lataban,ASM4,PH071240000
PH072227006,Lataban,ASM4,PH072227000
PH097219012,Latabon,ASM4,PH097219000
PH041014024,Latag,ASM4,PH041014000
PH041019027,Latag,ASM4,PH041019000
PH041029046,Latag,ASM4,PH041029000
PH124708018,Latagan,ASM4,PH124708000
PH144401005,Latang,ASM4,PH144401000
PH045628022,Latangan,ASM4,PH045628000
PH034906027,Latap,ASM4,PH034906000
PH025002021,Latar-Nocnoc-San Francisco,ASM4,PH025002000
PH064508012,Latasan,ASM4,PH064508000
PH063004014,Latawan,ASM4,PH063004000
PH063044028,Latawan,ASM4,PH063044000
PH060609017,Latazon,ASM4,PH060609000
PH025010028,Latbang,ASM4,PH025010000
PH153603055,Lati,ASM4,PH153603000
PH112406016,Lati-an,ASM4,PH112406000
PH030810017,Lati (Pob.),ASM4,PH030810000
PH156611014,Latih,ASM4,PH156611000
PH157002013,Lato Lato,ASM4,PH157002000
PH042115016,Latoria,ASM4,PH042115000
PH021526014,Lattac,ASM4,PH021526000
PH021521013,Lattut,ASM4,PH021521000
PH097332039,Latuan (Curuan),ASM4,PH097332000
PH157010008,Latuan (Suasang),ASM4,PH157010000
PH175323007,Latud,ASM4,PH175323000
PH156612025,Latung,ASM4,PH156612000
PH101311006,Laturan,ASM4,PH101311000
PH060609018,Laua-an,ASM4,PH060609000
PH157006017,Laud,ASM4,PH157006000
PH156605016,Laud Kulasi,ASM4,PH156605000
PH156618016,Laud Sibaud,ASM4,PH156618000
PH035413015,Laug,ASM4,PH035413000
PH037103005,Lauis,ASM4,PH037103000
PH156609021,Laum Buwahan,ASM4,PH156609000
PH156605017,Laum Maimbung,ASM4,PH156605000
PH156609023,Laum Suwah,ASM4,PH156609000
PH036907011,Laungcupang,ASM4,PH036907000
PH041016008,Laurel,ASM4,PH041016000
PH041026012,Laurel,ASM4,PH041026000
PH041031022,Laurel,ASM4,PH041031000
PH041032006,Laurel,ASM4,PH041032000
PH045646017,Laurel,ASM4,PH045646000
PH082607018,Laurel,ASM4,PH082607000
PH166725008,Laurel,ASM4,PH166725000
PH023109007,Laurel (Centro Norte),ASM4,PH023109000
PH015544033,Lauren,ASM4,PH015544000
PH054120009,Laurente,ASM4,PH054120000
PH012822010,Laureta (Pob.),ASM4,PH012822000
PH045616012,Lavides,ASM4,PH045616000
PH112506004,Lavigan,ASM4,PH112506000
PH031412011,Lawa,ASM4,PH031412000
PH031414004,Lawa,ASM4,PH031414000
PH043405019,Lawa,ASM4,PH043405000
PH060415008,Lawa-an,ASM4,PH060415000
PH061914033,Lawa-an,ASM4,PH061914000
PH083701030,Lawa-an,ASM4,PH083701000
PH086021015,Lawa-an,ASM4,PH086021000
PH104201014,Lawa-an,ASM4,PH104201000
PH086002036,Lawa-an (Pob.),ASM4,PH086002000
PH118601004,Lawa (Pob.),ASM4,PH118601000
PH061904021,Lawaan,ASM4,PH061904000
PH072201004,Lawaan,ASM4,PH072201000
PH072223019,Lawaan,ASM4,PH072223000
PH072224023,Lawaan,ASM4,PH072224000
PH084808033,Lawaan,ASM4,PH084808000
PH084820008,Lawaan,ASM4,PH084820000
PH086013012,Lawaan,ASM4,PH086013000
PH097221003,Lawaan,ASM4,PH097221000
PH104308016,Lawaan,ASM4,PH104308000
PH072250007,Lawaan I,ASM4,PH072250000
PH086022015,Lawaan I,ASM4,PH086022000
PH072250021,Lawaan II,ASM4,PH072250000
PH086022049,Lawaan II,ASM4,PH086022000
PH072250022,Lawaan III,ASM4,PH072250000
PH036918005,Lawacamulag,ASM4,PH036918000
PH097205020,Lawagan,ASM4,PH097205000
PH043417023,Lawaguin,ASM4,PH043417000
PH015543008,Lawak,ASM4,PH015543000
PH015527041,Lawak Langka,ASM4,PH015527000
PH175901011,Lawan,ASM4,PH175901000
PH037703006,Lawang,ASM4,PH037703000
PH137504013,Lawang Bato,ASM4,PH137504000
PH034924004,Lawang Kupang,ASM4,PH034924000
PH031420035,Lawang Pari,ASM4,PH031420000
PH086402019,Lawgawan,ASM4,PH086402000
PH067902017,Lawi,ASM4,PH067902000
PH150703031,Lawi-lawi,ASM4,PH150703000
PH142705005,Lawig,ASM4,PH142705000
PH025010029,Lawigan,ASM4,PH025010000
PH060607032,Lawigan,ASM4,PH060607000
PH063040047,Lawigan,ASM4,PH063040000
PH097205021,Lawigan,ASM4,PH097205000
PH101801006,Lawigan,ASM4,PH101801000
PH112509015,Lawigan,ASM4,PH112509000
PH160211005,Lawigan,ASM4,PH160211000
PH166803008,Lawigan,ASM4,PH166803000
PH045647038,Lawigue,ASM4,PH045647000
PH150703030,Lawila,ASM4,PH150703000
PH124717006,Lawili,ASM4,PH124717000
PH050513012,Lawinon,ASM4,PH050513000
PH063005011,Lawis,ASM4,PH063005000
PH071210017,Lawis,ASM4,PH071210000
PH071224029,Lawis,ASM4,PH071224000
PH072243015,Lawis,ASM4,PH072243000
PH097218062,Lawis,ASM4,PH097218000
PH104308017,Lawit,ASM4,PH104308000
PH036904009,Lawy,ASM4,PH036904000
PH063037030,Lay-Ahan,ASM4,PH063037000
PH143214016,Lay-asan,ASM4,PH143214000
PH071205006,Laya,ASM4,PH071205000
PH142707021,Laya,ASM4,PH142707000
PH104206005,Laya-an,ASM4,PH104206000
PH143213018,Laya East,ASM4,PH143213000
PH143213019,Laya West,ASM4,PH143213000
PH030804015,Layac,ASM4,PH030804000
PH043407010,Layasin,ASM4,PH043407000
PH104209020,Layawan,ASM4,PH104209000
PH086013013,Laygayon,ASM4,PH086013000
PH174001030,Laylay,ASM4,PH174001000
PH144403010,Laylaya,ASM4,PH144403000
PH063002029,Laylayan,ASM4,PH063002000
PH086013014,Layo,ASM4,PH086013000
PH056202012,Layog,ASM4,PH056202000
PH063029026,Layog,ASM4,PH063029000
PH153810015,Layog,ASM4,PH153810000
PH166818015,Layog,ASM4,PH166818000
PH063027013,Layogbato,ASM4,PH063027000
PH050508027,Layon,ASM4,PH050508000
PH042113021,Layong Mabilog,ASM4,PH042113000
PH043407011,Layug,ASM4,PH043407000
PH043419008,Layugan,ASM4,PH043419000
PH140103009,Layugan,ASM4,PH140103000
PH084819012,Layuhan,ASM4,PH084819000
PH045804037,Layunan (Pob.),ASM4,PH045804000
PH175205029,Lazareto,ASM4,PH175205000
PH118208010,Lebanon,ASM4,PH118208000
PH150702063,Lebbuh,ASM4,PH150702000
PH128003009,Lebe,ASM4,PH128003000
PH124707017,Leboce,ASM4,PH124707000
PH015548014,Lebueg,ASM4,PH015548000
PH043405020,Lecheria,ASM4,PH043405000
PH015538011,Leet,ASM4,PH015538000
PH141102119,Legarda-Burnham-Kisad,ASM4,PH141102000
PH097306009,Legarda 1,ASM4,PH097306000
PH097306007,Legarda 2,ASM4,PH097306000
PH097306008,Legarda 3,ASM4,PH097306000
PH012909011,Legaspi,ASM4,PH012909000
PH015543009,Legaspi,ASM4,PH015543000
PH036914003,Legaspi,ASM4,PH036914000
PH072203003,Legaspi,ASM4,PH072203000
PH086010005,Legaspi,ASM4,PH086010000
PH168502005,Legaspi,ASM4,PH168502000
PH063022089,Legaspi dela Rama,ASM4,PH063022000
PH063025040,Legayada,ASM4,PH063025000
PH013303020,Legleg,ASM4,PH013303000
PH013316022,Legleg,ASM4,PH013316000
PH012915007,Legleg (Pob.),ASM4,PH012915000
PH015533013,Lekep-Butao,ASM4,PH015533000
PH015525023,Lelemaan,ASM4,PH015525000
PH112404013,Leling,ASM4,PH112404000
PH064505017,Lemery,ASM4,PH064505000
PH083714009,Lemon,ASM4,PH083714000
PH160202052,Lemon,ASM4,PH160202000
PH103511007,Lemoncret,ASM4,PH103511000
PH126316028,Lemsnolon,ASM4,PH126316000
PH021512010,Lemu Norte,ASM4,PH021512000
PH021512023,Lemu Sur,ASM4,PH021512000
PH144410012,Lenga,ASM4,PH144410000
PH141105015,Lengaoan,ASM4,PH141105000
PH072205029,Lengigon,ASM4,PH072205000
PH097322027,Lenienza,ASM4,PH097322000
PH034911031,Lennec,ASM4,PH034911000
PH140113005,Lenneng,ASM4,PH140113000
PH148104011,Lenneng (Liyyeng),ASM4,PH148104000
PH084806021,Lenoyahan,ASM4,PH084806000
PH023113010,Lenzon,ASM4,PH023113000
PH112402187,"Leon Garcia, Sr.",ASM4,PH112402000
PH160202053,Leon Kilat Pob. (Bgy. 13),ASM4,PH160202000
PH056213026,Leona,ASM4,PH056213000
PH021529044,Leonarda,ASM4,PH021529000
PH097337005,Leonardo,ASM4,PH097337000
PH083738099,Leondoni,ASM4,PH083738000
PH013320010,Leones East,ASM4,PH013320000
PH013320011,Leones West,ASM4,PH013320000
PH063012034,Leong,ASM4,PH063012000
PH015524040,Lepa,ASM4,PH015524000
PH124710014,Lepaga,ASM4,PH124710000
PH153833004,Lepak,ASM4,PH153833000
PH023122008,Lepanto,ASM4,PH023122000
PH072203004,Lepanto,ASM4,PH072203000
PH041022018,Lepute,ASM4,PH041022000
PH051724017,Lerma,ASM4,PH051724000
PH021508009,Leron,ASM4,PH021508000
PH144402011,Leseb,ASM4,PH144402000
PH012904010,Lesseb,ASM4,PH012904000
PH012926017,Lesseb,ASM4,PH012926000
PH097210011,Letapan,ASM4,PH097210000
PH013318003,Lettac Norte,ASM4,PH013318000
PH013318004,Lettac Sur,ASM4,PH013318000
PH175214012,Leuteboro I,ASM4,PH175214000
PH175214013,Leuteboro II,ASM4,PH175214000
PH041021047,Leviste (Tubahan),ASM4,PH041021000
PH043413006,Lewin,ASM4,PH043413000
PH086401007,Lewing,ASM4,PH086401000
PH041030009,Leynes,ASM4,PH041030000
PH175910017,Li-o,ASM4,PH175910000
PH153820006,Liab,ASM4,PH153820000
PH056209015,Liang,ASM4,PH056209000
PH156609025,Liang,ASM4,PH156609000
PH156611015,Liang,ASM4,PH156611000
PH103515012,Liangan,ASM4,PH103515000
PH153613040,Liangan,ASM4,PH153613000
PH153614012,Liangan,ASM4,PH153614000
PH153622024,Liangan,ASM4,PH153622000
PH153635024,Liangan (Pob.),ASM4,PH153635000
PH103501010,Liangan East,ASM4,PH103501000
PH153613021,Liangan I,ASM4,PH153613000
PH103512006,Liangan West,ASM4,PH103512000
PH156604013,Lianutan,ASM4,PH156604000
PH031411005,Lias,ASM4,PH031411000
PH144401006,Lias Kanluran,ASM4,PH144401000
PH144401012,Lias Silangan,ASM4,PH144401000
PH097338004,Liasan,ASM4,PH097338000
PH166811007,Liatimco,ASM4,PH166811000
PH153601015,Liawao,ASM4,PH153601000
PH086407068,Lib-og,ASM4,PH086407000
PH097303020,Liba,ASM4,PH097303000
PH037108006,Libaba,ASM4,PH037108000
PH064510007,Libacao,ASM4,PH064510000
PH021529026,Libag Norte,ASM4,PH021529000
PH021529045,Libag Sur,ASM4,PH021529000
PH083751019,Libagong,ASM4,PH083751000
PH156613027,Liban,ASM4,PH156613000
PH012908007,Libang,ASM4,PH012908000
PH060411013,Libang,ASM4,PH060411000
PH071233005,Libaong,ASM4,PH071233000
PH072243016,Libaong,ASM4,PH072243000
PH015532040,Libas,ASM4,PH015532000
PH054117014,Libas,ASM4,PH054117000
PH060403012,Libas,ASM4,PH060403000
PH061914035,Libas,ASM4,PH061914000
PH082620004,Libas,ASM4,PH082620000
PH083710038,Libas,ASM4,PH083710000
PH083729013,Libas,ASM4,PH083729000
PH083736011,Libas,ASM4,PH083736000
PH084811010,Libas,ASM4,PH084811000
PH086005023,Libas,ASM4,PH086005000
PH086403040,Libas,ASM4,PH086403000
PH086412015,Libas,ASM4,PH086412000
PH086417016,Libas,ASM4,PH086417000
PH126315004,Libas,ASM4,PH126315000
PH160205007,Libas,ASM4,PH160205000
PH174002006,Libas,ASM4,PH174002000
PH064514010,Libas,ASM4,PH064514000
PH166816008,Libas Gua,ASM4,PH166816000
PH166816009,Libas Sud,ASM4,PH166816000
PH118209007,Libasan,ASM4,PH118209000
PH041023019,Libato,ASM4,PH041023000
PH097328015,Libato,ASM4,PH097328000
PH097217006,Libay,ASM4,PH097217000
PH118204015,Libay-libay,ASM4,PH118204000
PH097344008,Libayoy,ASM4,PH097344000
PH013304006,Libbo,ASM4,PH013304000
PH083731006,Liberacion,ASM4,PH083731000
PH063022090,Liberation,ASM4,PH063022000
PH060609020,Liberato,ASM4,PH060609000
PH015543010,Libertad,ASM4,PH015543000
PH021501010,Libertad,ASM4,PH021501000
PH023112024,Libertad,ASM4,PH023112000
PH023131019,Libertad,ASM4,PH023131000
PH054106012,Libertad,ASM4,PH054106000
PH054109009,Libertad,ASM4,PH054109000
PH054121015,Libertad,ASM4,PH054121000
PH056203029,Libertad,ASM4,PH056203000
PH060414008,Libertad,ASM4,PH060414000
PH061917026,Libertad,ASM4,PH061917000
PH063006020,Libertad,ASM4,PH063006000
PH071205007,Libertad,ASM4,PH071205000
PH071222016,Libertad,ASM4,PH071222000
PH071245016,Libertad,ASM4,PH071245000
PH072211015,Libertad,ASM4,PH072211000
PH072238008,Libertad,ASM4,PH072238000
PH082606016,Libertad,ASM4,PH082606000
PH082614005,Libertad,ASM4,PH082614000
PH083701031,Libertad,ASM4,PH083701000
PH083714010,Libertad,ASM4,PH083714000
PH083719019,Libertad,ASM4,PH083719000
PH083722011,Libertad,ASM4,PH083722000
PH083726005,Libertad,ASM4,PH083726000
PH083738058,Libertad,ASM4,PH083738000
PH083739017,Libertad,ASM4,PH083739000
PH084811011,Libertad,ASM4,PH084811000
PH084823007,Libertad,ASM4,PH084823000
PH086003081,Libertad,ASM4,PH086003000
PH086011009,Libertad,ASM4,PH086011000
PH086025016,Libertad,ASM4,PH086025000
PH086026014,Libertad,ASM4,PH086026000
PH086407067,Libertad,ASM4,PH086407000
PH087803009,Libertad,ASM4,PH087803000
PH087808010,Libertad,ASM4,PH087808000
PH097302031,Libertad,ASM4,PH097302000
PH097305014,Libertad,ASM4,PH097305000
PH097308016,Libertad,ASM4,PH097308000
PH097330010,Libertad,ASM4,PH097330000
PH097340008,Libertad,ASM4,PH097340000
PH101317010,Libertad,ASM4,PH101317000
PH103503007,Libertad,ASM4,PH103503000
PH103507008,Libertad,ASM4,PH103507000
PH103508009,Libertad,ASM4,PH103508000
PH104204007,Libertad,ASM4,PH104204000
PH104213010,Libertad,ASM4,PH104213000
PH104308018,Libertad,ASM4,PH104308000
PH112317018,Libertad,ASM4,PH112317000
PH112401011,Libertad,ASM4,PH112401000
PH124707018,Libertad,ASM4,PH124707000
PH124718017,Libertad,ASM4,PH124718000
PH126502015,Libertad,ASM4,PH126502000
PH160202054,Libertad,ASM4,PH160202000
PH160302003,Libertad,ASM4,PH160302000
PH160306010,Libertad,ASM4,PH160306000
PH166710013,Libertad,ASM4,PH166710000
PH166721006,Libertad,ASM4,PH166721000
PH175203014,Libertad,ASM4,PH175203000
PH175212005,Libertad,ASM4,PH175212000
PH175320027,Libertad,ASM4,PH175320000
PH175909014,Libertad,ASM4,PH175909000
PH064509012,Libertad,ASM4,PH064509000
PH063022092,Libertad-Lapuz,ASM4,PH063022000
PH083747010,Libertad (Barangays 1 & 4),ASM4,PH083747000
PH037112007,Libertad (Pob.),ASM4,PH037112000
PH084807026,Libertad (Pob.),ASM4,PH084807000
PH098316005,Libertad (Pob.),ASM4,PH098316000
PH126313019,Libertad (Pob.),ASM4,PH126313000
PH104214010,Libertad Alto,ASM4,PH104214000
PH104214011,Libertad Bajo,ASM4,PH104214000
PH071236010,Libertad Norte,ASM4,PH071236000
PH071213015,Libertad Sur,ASM4,PH071213000
PH071236011,Libertad Sur,ASM4,PH071236000
PH063022091,"Libertad, Santa Isabel",ASM4,PH063022000
PH037103006,Libertador,ASM4,PH037103000
PH034920007,Liberty,ASM4,PH034920000
PH071248005,Liberty,ASM4,PH071248000
PH083719020,Liberty,ASM4,PH083719000
PH083735007,Liberty,ASM4,PH083735000
PH083738098,Liberty,ASM4,PH083738000
PH083740021,Liberty,ASM4,PH083740000
PH084805028,Liberty,ASM4,PH084805000
PH104314005,Liberty,ASM4,PH104314000
PH126311008,Liberty,ASM4,PH126311000
PH126314004,Liberty,ASM4,PH126314000
PH168505006,Liberty,ASM4,PH168505000
PH083707018,Liberty (Binaliw),ASM4,PH083707000
PH086407032,Libhu,ASM4,PH086407000
PH128006004,Libi,ASM4,PH128006000
PH045804038,Libid (Pob.),ASM4,PH045804000
PH031422010,Libis,ASM4,PH031422000
PH137404053,Libis,ASM4,PH137404000
PH175322007,Libis,ASM4,PH175322000
PH045804020,Libis (Pob.),ASM4,PH045804000
PH175205030,Libis (Pob.),ASM4,PH175205000
PH043414009,Libis ng Nayon (Pob.),ASM4,PH043414000
PH041005036,Libjo,ASM4,PH041005000
PH045620026,Libjo,ASM4,PH045620000
PH045636011,Libjo,ASM4,PH045636000
PH050518013,Libjo,ASM4,PH050518000
PH052003012,Libjo,ASM4,PH052003000
PH071241008,Libjo,ASM4,PH071241000
PH072248010,Libjo,ASM4,PH072248000
PH083736012,Libjo,ASM4,PH083736000
PH174005031,Libjo,ASM4,PH174005000
PH074609010,Libjo,ASM4,PH074609000
PH074615012,Libjo,ASM4,PH074615000
PH084805029,Libjo (Binog),ASM4,PH084805000
PH012818014,Libnaoan,ASM4,PH012818000
PH045631006,Libo,ASM4,PH045631000
PH072246015,Libo,ASM4,PH072246000
PH072252028,Libo,ASM4,PH072252000
PH076101007,Libo,ASM4,PH076101000
PH083715021,Libo,ASM4,PH083715000
PH061908015,Libo-o,ASM4,PH061908000
